fpr,tpr
0.0,0.0
0.0,0.003367003367003367
0.0,0.15151515151515152
0.0027548209366391185,0.15151515151515152
0.0027548209366391185,0.15488215488215487
0.005509641873278237,0.15488215488215487
0.005509641873278237,0.22895622895622897
0.008264462809917356,0.22895622895622897
0.008264462809917356,0.2895622895622896
0.011019283746556474,0.2895622895622896
0.011019283746556474,0.3265993265993266
0.013774104683195593,0.3265993265993266
0.013774104683195593,0.3569023569023569
0.02203856749311295,0.3569023569023569
0.02203856749311295,0.3838383838383838
0.024793388429752067,0.3838383838383838
0.024793388429752067,0.3939393939393939
0.027548209366391185,0.3939393939393939
0.027548209366391185,0.4208754208754209
0.030303030303030304,0.4208754208754209
0.030303030303030304,0.4713804713804714
0.03305785123966942,0.4713804713804714
0.03305785123966942,0.4882154882154882
0.03581267217630854,0.4882154882154882
0.03581267217630854,0.5151515151515151
0.04132231404958678,0.5151515151515151
0.04132231404958678,0.5252525252525253
0.046831955922865015,0.5252525252525253
0.046831955922865015,0.5286195286195287
0.049586776859504134,0.5286195286195287
0.049586776859504134,0.5353535353535354
0.05509641873278237,0.5353535353535354
0.05509641873278237,0.5387205387205387
0.05785123966942149,0.5387205387205387
0.05785123966942149,0.5589225589225589
0.06060606060606061,0.5589225589225589
0.06060606060606061,0.5622895622895623
0.06336088154269973,0.5622895622895623
0.06336088154269973,0.569023569023569
0.06611570247933884,0.569023569023569
0.06611570247933884,0.5925925925925926
0.07162534435261708,0.5925925925925926
0.07162534435261708,0.6026936026936027
0.0743801652892562,0.6026936026936027
0.0743801652892562,0.6161616161616161
0.07713498622589532,0.6161616161616161
0.07713498622589532,0.6195286195286195
0.07988980716253444,0.6195286195286195
0.07988980716253444,0.622895622895623
0.08264462809917356,0.622895622895623
0.08264462809917356,0.6363636363636364
0.08539944903581267,0.6363636363636364
0.08539944903581267,0.6565656565656566
0.0881542699724518,0.6565656565656566
0.0881542699724518,0.67003367003367
0.09366391184573003,0.67003367003367
0.09366391184573003,0.6734006734006734
0.09641873278236915,0.6734006734006734
0.09641873278236915,0.6835016835016835
0.10192837465564739,0.6835016835016835
0.10192837465564739,0.6868686868686869
0.11294765840220386,0.6868686868686869
0.11294765840220386,0.696969696969697
0.1184573002754821,0.696969696969697
0.1184573002754821,0.7003367003367004
0.12121212121212122,0.7003367003367004
0.12121212121212122,0.7272727272727273
0.12396694214876033,0.7272727272727273
0.12396694214876033,0.7306397306397306
0.12672176308539945,0.7306397306397306
0.12672176308539945,0.734006734006734
0.12947658402203857,0.734006734006734
0.12947658402203857,0.7407407407407407
0.1349862258953168,0.7407407407407407
0.1349862258953168,0.7441077441077442
0.13774104683195593,0.7441077441077442
0.13774104683195593,0.7474747474747475
0.14325068870523416,0.7474747474747475
0.14325068870523416,0.7542087542087542
0.14600550964187328,0.7542087542087542
0.14600550964187328,0.7575757575757576
0.15151515151515152,0.7575757575757576
0.15151515151515152,0.7710437710437711
0.15426997245179064,0.7710437710437711
0.15426997245179064,0.7777777777777778
0.162534435261708,0.7777777777777778
0.162534435261708,0.7811447811447811
0.16804407713498623,0.7811447811447811
0.16804407713498623,0.7845117845117845
0.17079889807162535,0.7845117845117845
0.17079889807162535,0.7912457912457912
0.17355371900826447,0.7912457912457912
0.17355371900826447,0.7946127946127947
0.1928374655647383,0.7946127946127947
0.1928374655647383,0.797979797979798
0.19559228650137742,0.797979797979798
0.19559228650137742,0.8013468013468014
0.2066115702479339,0.8013468013468014
0.2066115702479339,0.8080808080808081
0.209366391184573,0.8080808080808081
0.209366391184573,0.8215488215488216
0.21487603305785125,0.8215488215488216
0.21487603305785125,0.8282828282828283
0.23140495867768596,0.8282828282828283
0.23140495867768596,0.835016835016835
0.2369146005509642,0.835016835016835
0.2369146005509642,0.8417508417508418
0.24517906336088155,0.8417508417508418
0.24517906336088155,0.8451178451178452
0.2534435261707989,0.8451178451178452
0.2534435261707989,0.8484848484848485
0.25895316804407714,0.8484848484848485
0.25895316804407714,0.8552188552188552
0.26170798898071623,0.8552188552188552
0.26170798898071623,0.8585858585858586
0.2699724517906336,0.8585858585858586
0.2699724517906336,0.8619528619528619
0.2837465564738292,0.8619528619528619
0.2837465564738292,0.8653198653198653
0.2975206611570248,0.8653198653198653
0.2975206611570248,0.8686868686868687
0.3002754820936639,0.8686868686868687
0.3002754820936639,0.8720538720538721
0.30303030303030304,0.8720538720538721
0.30303030303030304,0.8754208754208754
0.31129476584022037,0.8754208754208754
0.31129476584022037,0.8787878787878788
0.3140495867768595,0.8787878787878788
0.3140495867768595,0.8821548821548821
0.32231404958677684,0.8821548821548821
0.32231404958677684,0.8888888888888888
0.33608815426997246,0.8888888888888888
0.33608815426997246,0.8922558922558923
0.33884297520661155,0.8922558922558923
0.33884297520661155,0.8956228956228957
0.3526170798898072,0.8956228956228957
0.3526170798898072,0.898989898989899
0.3608815426997245,0.898989898989899
0.3608815426997245,0.9023569023569024
0.3746556473829201,0.9023569023569024
0.3746556473829201,0.9090909090909091
0.3774104683195592,0.9090909090909091
0.3774104683195592,0.9124579124579124
0.39669421487603307,0.9124579124579124
0.39669421487603307,0.9158249158249159
0.42424242424242425,0.9158249158249159
0.42424242424242425,0.9191919191919192
0.4380165289256198,0.9191919191919192
0.4380165289256198,0.9259259259259259
0.44352617079889806,0.9259259259259259
0.44352617079889806,0.9292929292929293
0.45179063360881544,0.9292929292929293
0.45179063360881544,0.9326599326599326
0.4628099173553719,0.9326599326599326
0.4628099173553719,0.936026936026936
0.46831955922865015,0.936026936026936
0.46831955922865015,0.9393939393939394
0.5013774104683195,0.9393939393939394
0.5013774104683195,0.9461279461279462
0.5179063360881543,0.9461279461279462
0.5179063360881543,0.9494949494949495
0.5316804407713499,0.9494949494949495
0.5316804407713499,0.9528619528619529
0.5344352617079889,0.9528619528619529
0.5344352617079889,0.9595959595959596
0.5509641873278237,0.9595959595959596
0.5509641873278237,0.9629629629629629
0.5730027548209367,0.9629629629629629
0.5730027548209367,0.9663299663299664
0.5922865013774105,0.9663299663299664
0.5922865013774105,0.9696969696969697
0.6115702479338843,0.9696969696969697
0.6115702479338843,0.9730639730639731
0.6170798898071626,0.9730639730639731
0.6170798898071626,0.9831649831649831
0.6336088154269972,0.9831649831649831
0.6336088154269972,0.9865319865319865
0.6418732782369146,0.9865319865319865
0.6418732782369146,0.98989898989899
0.7134986225895317,0.98989898989899
0.7134986225895317,0.9932659932659933
0.7823691460055097,0.9932659932659933
0.7823691460055097,0.9966329966329966
0.9559228650137741,0.9966329966329966
0.9559228650137741,1.0
1.0,1.0
